,name,track_id,album,artist,artist_id,length,popularity,type,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,key,release_year,release_month,followers,genre
689,BUZZCUT (feat. Danny Brown),spotify:track:3uOIoS7lOvzQAtbbyttHp6,BUZZCUT (feat. Danny Brown),BROCKHAMPTON,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,3.3526666666666665,50,track,1,0.0791,0.717,0.758,7.08e-06,0.293,-5.576,0.268,91.983,4,0.252,2,2021,3,2000652,boy band
690,CANNON,spotify:track:3ImJurxjtL8FutkeQ6uPRK,CANNON,BROCKHAMPTON,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,4.670566666666667,49,track,1,0.169,0.522,0.613,0.00103,0.107,-9.391,0.0375,76.516,4,0.309,3,2017,2,2000652,boy band
691,Workin Out,spotify:track:1ZKmKenpeY1Yr94kADGpQF,DiCaprio 2,JID,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,3.7809666666666666,0,track,1,0.384,0.818,0.57,0.000102,0.19,-8.067,0.285,126.938,4,0.561,10,2018,11,894260,hip hop
692,Bruuuh (with Denzel Curry) - Remix,spotify:track:5LghBGmNUUwI2BvX2boIdK,Bruuuh (with Denzel Curry) [Remix],JID,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,3.4407666666666668,63,track,1,0.0144,0.813,0.621,4.03e-05,0.0793,-9.273,0.209,112.101,4,0.377,9,2021,2,894260,hip hop
693,EdEddnEddy,spotify:track:4vmqU3xlzuhxtaeXrtAX1F,The Never Story,JID,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,2.34185,58,track,1,0.141,0.769,0.421,0.00707,0.389,-9.6,0.421,157.964,4,0.326,0,2017,3,894260,hip hop
694,Off Da Zoinkys,spotify:track:0l7uQ6vQcYxjqbjRbDH2HW,DiCaprio 2,JID,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,3.47615,56,track,1,0.133,0.708,0.632,0.0,0.621,-7.491,0.475,137.981,4,0.373,7,2018,11,894260,hip hop
695,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",spotify:track:6kiauSlWtddVQx4JwJx51p,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,spotify:artist:7zfaArteqSs8YgCCmPrDK4,3.6566666666666667,63,track,0,0.176,0.58,0.935,0.0,0.514,-4.847,0.293,129.173,4,0.666,6,2018,12,5554,
696,SOMETHING NEW (feat. Lil Baby),spotify:track:5AQSlfdcWMQfgHhqTbruA3,ALWAYS SOMETHING,ADÉ,spotify:artist:5pDY9dgZO8O1yNZDARb62q,3.804483333333333,41,track,1,0.32,0.845,0.353,0.0,0.122,-8.163,0.112,128.005,4,0.323,7,2019,2,10663,
697,LIFE,spotify:track:3au0pvHqcTtszysswan6AO,CARE FOR ME,Saba,spotify:artist:7Hjbimq43OgxaBRpFXic4x,2.7125,58,track,1,0.0192,0.901,0.497,0.0,0.109,-9.236,0.266,120.025,4,0.463,7,2018,4,604194,alternative r&b
698,Photosynthesis,spotify:track:3DlgDXIYtnWtJKiB8bZQMv,Bucket List Project,Saba,spotify:artist:7Hjbimq43OgxaBRpFXic4x,3.3622,67,track,1,0.536,0.777,0.662,4.61e-06,0.593,-8.393,0.27,111.13,4,0.634,7,2016,10,604194,alternative r&b
699,Stop That,spotify:track:74VD75tGYXIHyZR0CmKFWX,Stop That,Saba,spotify:artist:7Hjbimq43OgxaBRpFXic4x,2.3157666666666668,37,track,1,0.0105,0.876,0.529,3.96e-06,0.136,-10.152,0.219,135.06,4,0.376,6,2021,11,604194,alternative r&b
700,Something in the Water,spotify:track:4exgimuT6EdLBN3R4Ww3xO,Mrs. Whoever / Something in the Water,Saba,spotify:artist:7Hjbimq43OgxaBRpFXic4x,3.3082166666666666,45,track,1,0.055,0.892,0.508,0.000169,0.0961,-7.053,0.0787,139.992,4,0.26,1,2020,9,604194,alternative r&b
701,Ziplock,spotify:track:2RmENPt0yPmU09BKjKC26M,Ziplock / Rich Don't Stop,Saba,spotify:artist:7Hjbimq43OgxaBRpFXic4x,3.316,60,track,1,0.103,0.878,0.441,0.0,0.102,-8.864,0.0778,115.051,4,0.374,11,2021,3,604194,alternative r&b
702,BUSY / SIRENS,spotify:track:4YdRnTnXYwgI48kkzWy6uk,CARE FOR ME,Saba,spotify:artist:7Hjbimq43OgxaBRpFXic4x,5.49235,57,track,1,0.473,0.667,0.465,0.0,0.101,-10.337,0.344,133.832,4,0.474,1,2018,4,604194,alternative r&b
703,HEAVEN ALL AROUND ME,spotify:track:7o2IbwyONZhbwYmjYXtTF4,CARE FOR ME,Saba,spotify:artist:7Hjbimq43OgxaBRpFXic4x,3.5473333333333334,53,track,1,0.346,0.678,0.393,0.0,0.0897,-11.062,0.0733,119.996,4,0.0995,7,2018,4,604194,alternative r&b
704,SAYONARA,spotify:track:07u8Rtp1wIk52eq4B1HJBd,WELCOME HOME,Aries,spotify:artist:3hOdow4ZPmrby7Q1wfPLEy,3.01315,0,track,1,0.0111,0.548,0.63,0.000721,0.128,-6.1,0.0343,75.972,4,0.338,5,2019,4,306791,pop rap
705,DEITY,spotify:track:3XqnUaQFZLAyo4cRRfAWO8,WELCOME HOME,Aries,spotify:artist:3hOdow4ZPmrby7Q1wfPLEy,2.54545,5,track,0,0.148,0.746,0.548,2.21e-06,0.0984,-5.098,0.0533,87.946,4,0.498,7,2019,4,306791,pop rap
706,SANTA MONICA,spotify:track:0JO1CEUuyozopyTLPEMmhj,WELCOME HOME,Aries,spotify:artist:3hOdow4ZPmrby7Q1wfPLEy,2.750566666666667,0,track,1,0.16,0.708,0.667,0.000683,0.183,-5.854,0.0356,145.976,4,0.616,4,2019,4,306791,pop rap
707,We Don't Mind,spotify:track:1FQFq3IZi7wnfD8PKhIqE0,We Don't Mind,MALACHI,spotify:artist:2GJIojzOyytJzR4BAu2k6o,3.284,4,track,1,0.101,0.719,0.592,0.0,0.101,-7.079,0.0563,154.998,4,0.353,9,2019,4,1024,
708,Murder (Act Two) F. Big Krit,spotify:track:15I4rFc7hG4XnUpcVGXxSl,Oneirology,Cunninlynguists,spotify:artist:7EA0bLf8dXCIUkwC3lnaJa,3.388116666666667,24,track,1,0.0795,0.565,0.685,2.09e-06,0.0953,-7.833,0.0868,96.581,4,0.209,0,2011,3,146105,alternative hip hop
709,LV Outkast,spotify:track:6PZlK0iD8mhuS2y8Ce645t,The Return of the 90s,Jamaar,spotify:artist:6QCPiSXfXSNrjNwq2YLQG3,2.2970333333333333,51,track,1,0.316,0.785,0.704,0.0,0.373,-5.385,0.386,97.041,4,0.776,11,2019,4,7241,
710,The Life I Live,spotify:track:3xl2VZyB2f4sgAgyQE9DJg,The Life I Live,Jamaar,spotify:artist:6QCPiSXfXSNrjNwq2YLQG3,2.9438166666666667,0,track,1,0.124,0.696,0.719,0.0,0.142,-7.789,0.332,85.89,4,0.545,3,2021,8,7241,
711,Respect,spotify:track:6Qp0xTb9UxBq0EMJ4dhrDy,Respect,Jamaar,spotify:artist:6QCPiSXfXSNrjNwq2YLQG3,3.2820833333333335,3,track,1,0.33,0.803,0.522,0.0,0.0999,-9.141,0.324,128.153,4,0.429,6,2021,9,7241,
712,Jameson,spotify:track:20EPmGQrhG2oxjKeLe6zsR,TMRWFRVR,Luke Christopher,spotify:artist:787bCXOIvGeBw0Bc4kEjhD,4.098,42,track,0,0.523,0.836,0.632,0.0,0.288,-6.408,0.0528,114.019,4,0.704,7,2017,7,165059,indie pop rap
713,Under The Sun (with J. Cole & Lute feat. DaBaby),spotify:track:6MF4tRr5lU8qok8IKaFOBE,Revenge Of The Dreamers III,Dreamville,spotify:artist:1iNqsUDUraNWrj00bqssQG,3.3673333333333333,75,track,1,0.511,0.691,0.64,0.0,0.409,-6.441,0.369,138.672,4,0.163,0,2019,7,441063,hip hop
714,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""",spotify:track:03XfngWwNfhEjrnEga73Rg,Revenge Of The Dreamers III,Dreamville,spotify:artist:1iNqsUDUraNWrj00bqssQG,3.24355,48,track,1,0.25,0.507,0.545,0.0,0.239,-7.209,0.43,78.461,4,0.392,2,2019,7,441063,hip hop
715,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,spotify:track:2gtFMLjQpCTGekMi4oXZxN,Revenge Of The Dreamers III,Dreamville,spotify:artist:1iNqsUDUraNWrj00bqssQG,2.0568833333333334,57,track,1,0.0706,0.8,0.826,4.76e-06,0.181,-3.198,0.107,148.021,4,0.241,1,2019,7,441063,hip hop
716,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),spotify:track:7wTA0NKIm6T7nP2kaymU2a,Revenge Of The Dreamers III,Dreamville,spotify:artist:1iNqsUDUraNWrj00bqssQG,6.371766666666667,68,track,1,0.0858,0.825,0.672,0.0,0.123,-7.108,0.418,147.01,4,0.246,0,2019,7,441063,hip hop
717,Still Dreamin (with JID & Lute feat. 6LACK),spotify:track:1hp7uTRi0jYcN6wgFP077U,Revenge Of The Dreamers III: Director's Cut,Dreamville,spotify:artist:1iNqsUDUraNWrj00bqssQG,4.350883333333333,54,track,1,0.478,0.452,0.557,1.75e-06,0.0945,-6.425,0.261,82.411,4,0.38,0,2020,1,441063,hip hop
718,Sadess,spotify:track:573xRTSlxnzgHBqaW123lG,Sadess,49th Parallel,spotify:artist:67zhKKqaCxzCuuFXWcMdlx,4.0168,0,track,1,0.299,0.786,0.45,5.45e-05,0.16,-12.742,0.0935,128.056,4,0.655,6,2019,4,6738,
719,EARFQUAKE,spotify:track:5hVghJ4KaYES3BFUATCYn0,IGOR,"Tyler, The Creator",spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,3.1677666666666666,81,track,1,0.23,0.554,0.498,5.98e-06,0.795,-8.866,0.0685,79.635,4,0.413,9,2019,5,9067976,hip hop
720,PUPPET,spotify:track:0wEC0GNF74lAqrEFZJMl1m,IGOR,"Tyler, The Creator",spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,2.98355,69,track,1,0.00235,0.508,0.557,0.0134,0.588,-8.967,0.0478,77.572,4,0.199,8,2019,5,9067976,hip hop
721,Potato Salad,spotify:track:1jzIJcHCXneHw7ojC6LXiF,Potato Salad,"Tyler, The Creator",spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,3.04155,73,track,1,0.308,0.538,0.612,0.0,0.213,-6.02,0.424,168.197,4,0.684,2,2018,9,9067976,hip hop
722,A.S.S.,spotify:track:4tVgwVvKLAkYSHHvMmixVo,The U Album,Lord Lu C N,spotify:artist:4ZnCtTPIjua8XjRl94J74g,3.2842,48,track,1,0.0453,0.671,0.631,0.0,0.164,-5.183,0.185,95.031,4,0.208,8,2018,2,7942,
723,Analyze Deez,spotify:track:4FFkLsXyQqbR6uX8Iku3WD,The U Album,Lord Lu C N,spotify:artist:4ZnCtTPIjua8XjRl94J74g,2.6818166666666667,25,track,1,0.0276,0.707,0.874,0.0,0.118,-5.302,0.336,88.412,4,0.338,4,2018,2,7942,
724,Augmentation,spotify:track:2LRkEc37APzNy6ARbAPPdF,Words Paint Pictures,Rapper Big Pooh,spotify:artist:1pt1kuxHmYnFaAQS6t3q6k,3.486466666666667,29,track,1,0.000979,0.384,0.721,0.0,0.192,-7.551,0.308,157.858,4,0.405,5,2015,3,39985,alternative hip hop
725,So High,spotify:track:3nTDO6k4R6i3FpKx0QNgJ5,STOKELEY,Ski Mask The Slump God,spotify:artist:2rhFzFmezpnW82MNqEKVry,2.4968833333333333,57,track,1,0.122,0.7,0.435,0.000549,0.114,-12.597,0.0428,141.914,4,0.21,0,2018,11,5020212,miami hip hop
726,U and I,spotify:track:7itsqu4pC7fp3ytIiiLvrX,STOKELEY,Ski Mask The Slump God,spotify:artist:2rhFzFmezpnW82MNqEKVry,1.8771,49,track,1,0.323,0.742,0.393,0.0,0.0964,-12.603,0.18,145.059,4,0.437,4,2018,11,5020212,miami hip hop
727,BabyWipe,spotify:track:6eKWSrZfzd25TYYxkscWgg,You Will Regret (Reloaded),Ski Mask The Slump God,spotify:artist:2rhFzFmezpnW82MNqEKVry,2.810433333333333,64,track,1,0.0257,0.884,0.505,0.0,0.307,-8.322,0.265,148.042,4,0.582,1,2018,2,5020212,miami hip hop
728,4r Da Squaw,spotify:track:71lyUtIPCMAYjTwwwxy2jW,The Sun's Tirade,Isaiah Rashad,spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM,3.8761833333333335,61,track,1,0.532,0.667,0.523,2.12e-05,0.137,-9.477,0.329,143.934,4,0.409,10,2016,9,1158192,hip hop
729,Wat's Wrong (feat. Zacari & Kendrick Lamar),spotify:track:2RPbEp0DyBVlkRvvYKopO7,The Sun's Tirade,Isaiah Rashad,spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM,5.51305,67,track,1,0.151,0.706,0.688,0.0,0.466,-6.357,0.269,125.966,4,0.313,1,2016,9,1158192,hip hop
730,Pornography,spotify:track:2QeQNF182V61Im0QpjdVta,Rodeo (Expanded Edition),Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,3.863766666666667,60,track,1,0.105,0.603,0.649,0.0,0.712,-5.887,0.117,128.815,4,0.343,11,2015,9,20857338,hip hop
731,90210 (feat. Kacy Hill),spotify:track:51EC3I1nQXpec4gDk0mQyP,Rodeo (Expanded Edition),Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,5.6511,80,track,1,0.113,0.402,0.526,8.33e-06,0.105,-6.741,0.0904,81.404,4,0.312,9,2015,9,20857338,hip hop
732,Algorhythm,spotify:track:07FOCFJhMmCVQDyWX1d3gR,3.15.20,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,3.5351,52,track,0,0.036,0.715,0.649,0.0199,0.0795,-11.294,0.109,100.077,4,0.478,2,2020,3,9509242,atl hip hop
733,IV. Sweatpants,spotify:track:00GOPLxW4PGQuUYdPJh8K1,Because the Internet,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,3.01125,71,track,1,0.154,0.71,0.47,0.0,0.643,-9.33,0.142,80.027,4,0.581,1,2013,12,9509242,atl hip hop
734,Come Back Baby,spotify:track:2BuBXn15gj4MNYZydyWgrk,DAYTONA,Pusha T,spotify:artist:0ONHkAv9pCAFxb0zJwDNTy,3.4451,56,track,1,0.0487,0.874,0.485,0.0,0.299,-3.026,0.171,92.001,4,0.322,0,2018,5,2497840,gangster rap
735,slip,spotify:track:3VEltwNocXM7dVGSdkAs7A,slip,anees,spotify:artist:2HPqVfdPh9JkBSlFG5hK6h,3.0520666666666667,62,track,0,0.329,0.728,0.362,0.0,0.174,-9.055,0.409,84.599,4,0.702,11,2021,4,250168,
736,Pistol,spotify:track:52SFBse5bHyv1bdet8yJGS,Pistol,Andre Swilley,spotify:artist:6gULIyn6McuRj6N1hKbwdj,1.8947333333333334,42,track,0,0.0605,0.59,0.597,0.0,0.0926,-8.562,0.509,151.964,4,0.0806,5,2019,6,12272,
737,Blueberry Faygo,spotify:track:22LAwLoDA5b4AaGSkg6bKW,Certified Hitmaker,Lil Mosey,spotify:artist:5zctI4wO9XSKS8XwcnqEHk,2.7091,76,track,1,0.207,0.774,0.554,0.0,0.132,-7.909,0.0383,99.034,4,0.349,0,2020,2,4642957,melodic rap
738,Tropical Vikings,spotify:track:3nK8kOxTDXja3djpZ6LHEQ,Tropical Vikings,Various Artists,spotify:artist:6jH7RAA1CW3vVj1a312h3Z,4.327383333333334,13,track,1,0.111,0.737,0.393,1.18e-06,0.0778,-10.488,0.437,157.989,4,0.422,11,2019,10,33403,pinoy alternative rap
739,Pump Up The Jam,spotify:track:2aUQpQBZF5KjfGHffx2oFo,Space Jam: A New Legacy (Original Motion Picture Soundtrack),Various Artists,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,2.2643666666666666,48,track,0,0.00997,0.734,0.82,0.0,0.349,-6.764,0.0332,127.998,4,0.397,5,2021,7,13493564,melodic rap
740,Do What I Want,spotify:track:4IWGnyOHDrVZEtPWfs4s7q,The Perfect LUV Tape,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,2.92005,67,track,1,0.106,0.681,0.701,0.0,0.208,-6.336,0.0767,139.952,4,0.398,9,2016,8,13493564,melodic rap
741,Settle The Score (with DUCKWRTH),spotify:track:5K7OgzqlXtwWb01MyrlqVO,Space Jam: A New Legacy (Original Motion Picture Soundtrack),Various Artists,spotify:artist:0huGjMyP507tBCARyzSkrv,2.4900166666666665,37,track,0,0.277,0.762,0.822,0.0,0.616,-5.79,0.338,130.981,4,0.326,9,2021,7,1780515,dmv rap
742,Have Mercy,spotify:track:0GwYkXgQdqY4dyRffHw3HT,The Lost Boy,Cordae,spotify:artist:0huGjMyP507tBCARyzSkrv,3.374216666666667,63,track,1,0.0806,0.794,0.44,0.0,0.198,-7.861,0.131,138.024,4,0.276,0,2019,7,1780515,dmv rap
743,Super,spotify:track:1rjnHhnDtoboZAXJyJgzaz,Super,Cordae,spotify:artist:0huGjMyP507tBCARyzSkrv,2.959216666666667,15,track,1,0.113,0.899,0.695,0.0,0.112,-4.749,0.346,139.027,4,0.394,1,2021,10,1780515,dmv rap
744,Shoot My Shot,spotify:track:7E7ihTSkJLiwxR6GQmm9kU,Space Jam: A New Legacy (Original Motion Picture Soundtrack),Various Artists,spotify:artist:6C1ohJrd5VydigQtaGy5Wa,3.3700666666666668,49,track,0,0.031,0.647,0.746,0.0,0.331,-5.541,0.222,126.978,4,0.694,10,2021,7,1927317,boston hip hop
745,Phone Numbers,spotify:track:3f9Mzvd3URfbbIJBX4pz9Z,Phone Numbers,Dominic Fike,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,2.4471,73,track,1,0.239,0.884,0.539,0.0,0.0805,-6.389,0.208,85.008,4,0.776,1,2019,7,934508,alternative pop rock
746,3 Nights,spotify:track:1tNJrcVe6gwLEiZCtprs1u,"Don't Forget About Me, Demos",Dominic Fike,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,2.9611,79,track,0,0.223,0.815,0.518,0.0,0.104,-6.594,0.0897,151.891,4,0.877,7,2018,10,934508,alternative pop rock
747,Babushka Boi,spotify:track:643PW82aBMUa1FiWi5VQY7,Babushka Boi,A$AP Rocky,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,3.1184166666666666,68,track,1,0.304,0.897,0.743,4.44e-05,0.137,-5.446,0.222,134.979,4,0.905,10,2019,8,11349553,east coast hip hop
748,Understood,spotify:track:0TUK4LKkHVHdsLwscQckX6,Pieces of a Man,Mick Jenkins,spotify:artist:1FvjvACFvko2Z91IvDljrx,3.476166666666667,60,track,1,0.213,0.677,0.843,7.02e-06,0.554,-5.354,0.324,84.993,4,0.734,9,2018,10,541734,chicago rap
749,What Am I To Do,spotify:track:4TXPbHOeQE0Az7T71uybPu,What Am I To Do,Mick Jenkins,spotify:artist:1FvjvACFvko2Z91IvDljrx,2.926816666666667,42,track,1,0.032,0.699,0.73,0.0,0.466,-7.336,0.394,81.724,4,0.858,9,2018,8,541734,chicago rap
750,Prove It (feat. J. Cole),spotify:track:6z7jvqBQtyNLxaKALqT67c,K.R.I.T. IZ HERE,Big K.R.I.T.,spotify:artist:0CKa42Jqrc9fSFbDjePaXP,3.3697166666666667,50,track,1,0.265,0.775,0.67,3.01e-05,0.106,-7.95,0.251,147.9,4,0.516,7,2019,7,852090,alternative hip hop
751,Flick It Up,spotify:track:78CqQhZGmcabQEbuI4HTLU,New Beginnings,REASON,spotify:artist:6XpXnnKHIhCOUbOLOJGe6o,2.7026,49,track,1,0.16,0.811,0.733,0.0,0.111,-2.61,0.302,77.052,4,0.571,2,2020,10,166363,hip hop
752,Driftin',spotify:track:3ViHeWphifuEGsSipW3uoz,ELEVATORS: Act I & II,Bishop Nehru,spotify:artist:1b5fazYV5ecKkQHKTlwLG8,2.905666666666667,43,track,1,0.0491,0.734,0.423,0.0,0.106,-9.379,0.337,87.951,4,0.284,7,2018,3,86354,alternative hip hop
753,Fuck No (feat. Brasstracks & PhiloSofie),spotify:track:0WQZG47PGOUzuQuMpB8gC0,Fuck No (feat. Brasstracks & PhiloSofie),99 Neighbors,spotify:artist:5uhqkMm8dyQvX83kl4Znq0,3.8600166666666667,59,track,1,0.545,0.817,0.487,0.0,0.336,-6.585,0.474,70.949,4,0.65,0,2019,9,63200,indie hip hop
754,E. Coli (feat. Earl Sweatshirt),spotify:track:3GXSywNvYLAVUCtjMHkKDh,Bread,The Alchemist,spotify:artist:0eVyjRhzZKke2KFYTcDkeu,2.20245,70,track,1,0.208,0.322,0.555,0.00437,0.325,-8.726,0.129,96.019,3,0.397,11,2018,11,350472,alternative hip hop
755,1539 N. Calvert,spotify:track:6XyxCBp6x3jvtxXvMN5sAA,Veteran,JPEGMAFIA,spotify:artist:6yJ6QQ3Y5l0s0tn7b0arrO,2.6209666666666664,63,track,1,0.278,0.863,0.717,0.0826,0.0991,-3.143,0.17,152.05,4,0.357,4,2018,1,502448,alternative hip hop
756,Make Eem Run!,spotify:track:44nlOJLjLqwNgYcT277V25,"XXXTENTACION Presents: Members Only, Vol. 4",XXXTENTACION,spotify:artist:0O1cTzccAEKaEFShgzAK9V,3.2,59,track,1,0.747,0.936,0.514,0.0,0.11,-8.908,0.271,129.997,4,0.812,2,2019,1,149277,dark trap
757,I Hit These Licks for You Momma,spotify:track:6fwPg5WpHBOqZKCExzvXCq,I Hit These Licks for You Momma,Bass Santana,spotify:artist:0O1cTzccAEKaEFShgzAK9V,3.6333333333333333,55,track,1,0.318,0.797,0.638,0.0,0.136,-8.181,0.215,103.158,4,0.613,10,2018,3,149277,dark trap
758,Say I Didn't,spotify:track:6I0XPgr0SFHQcKy9v7Gf0K,The Autobiography,VIC MENSA,spotify:artist:27w1NoOLMX7tJMYqcetPyG,5.252883333333333,50,track,1,0.247,0.513,0.76,0.0,0.239,-5.078,0.294,91.832,4,0.512,5,2017,7,586308,chicago rap
759,Boblo Boat (feat. J. Cole),spotify:track:4cPC4aQXU3MNTtv7QWvez2,Book of Ryan (Bonus Track Edition),"Royce Da 5'9""",spotify:artist:6DVipHzYsPlIoA0DW8Gmns,4.700166666666667,53,track,1,0.269,0.618,0.836,0.0,0.129,-5.073,0.398,157.507,4,0.563,0,2018,5,693320,alternative hip hop
760,Time,spotify:track:7klPHv3HnXdUY3dSfTccNc,Free Nationals,Free Nationals,spotify:artist:4596e2d3KmYzAeVenjCxfj,3.5064166666666665,66,track,1,0.518,0.469,0.771,0.000197,0.0789,-7.071,0.338,88.968,4,0.298,5,2019,12,212491,alternative r&b
761,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),spotify:track:0cciBj4236w1xByzZvn92D,Free Nationals,Free Nationals,spotify:artist:4596e2d3KmYzAeVenjCxfj,4.6174333333333335,72,track,1,0.284,0.552,0.741,8.2e-05,0.334,-5.419,0.0542,69.709,4,0.718,11,2019,12,212491,alternative r&b
762,On Sight,spotify:track:5WiShbQYrJnoG7mD961IKY,Free Nationals,Free Nationals,spotify:artist:4596e2d3KmYzAeVenjCxfj,4.15755,57,track,0,0.276,0.707,0.663,0.000387,0.693,-7.548,0.0908,94.965,4,0.712,2,2019,12,212491,alternative r&b
763,i n t e r l u d e,spotify:track:2gyYjQWXKxemhAyMPgctIx,i n t e r l u d e,J. Cole,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,2.1902166666666667,1,track,1,0.11,0.604,0.668,0.0,0.407,-3.525,0.115,100.854,3,0.114,1,2021,5,17182744,conscious hip hop
764,Say A',spotify:track:3AMnOVxEHUgVrythGgqPhI,The Bigger Artist,A Boogie Wit da Hoodie,spotify:artist:31W5EY0aAly4Qieq6OFu6I,3.5808833333333334,61,track,1,0.391,0.831,0.814,0.0,0.109,-5.18,0.474,161.041,4,0.846,5,2017,9,6603619,melodic rap
765,Gassed Up,spotify:track:6JjEVlMkfHWMeYavkEYzNO,Gassed Up,Nebu Kiniza,spotify:artist:5lCY3tqdQxbeg5igSlObaT,3.23185,72,track,1,0.0213,0.798,0.568,0.0,0.0586,-9.072,0.135,148.88,3,0.45,5,2016,8,340291,melodic rap
766,Relentless (feat. Lil Durk),spotify:track:6mdPEY68QpFtEau2sfQLW1,Relentless (feat. Lil Durk),Booka600,spotify:artist:5g8mXUQcC8DVAHLwGGAIrJ,3.4422166666666665,44,track,1,0.0632,0.766,0.544,0.0,0.157,-7.006,0.43,150.075,4,0.212,5,2021,8,62615,chicago rap
767,NIGHTFALL (feat. Dro Kenji),spotify:track:04EvAhYmelTjLIxWzK7JLm,DUSK to DAWN,Boslen,spotify:artist:7mX72Bq2iXNr8fZdu23fQL,2.4840333333333335,58,track,1,0.415,0.519,0.571,1.38e-06,0.278,-7.386,0.0643,142.954,4,0.239,5,2021,8,46007,bc underground hip hop
768,White Lies,spotify:track:6MZgxPDldbaHuffoWnbz00,White Lies,The Homies,spotify:artist:66V7EUpZplR1MuUbYHZATV,2.5202166666666668,42,track,1,0.0442,0.863,0.579,0.0,0.193,-5.1,0.124,89.001,4,0.497,10,2021,8,6579,kentucky hip hop
769,Run It Up (feat. Sleepy Hallow & A Boogie Wit Da Hoodie),spotify:track:1GjWE4T7qZNeIy1hgm98R9,Run It Up (feat. Sleepy Hallow & A Boogie Wit Da Hoodie),Sheff G,spotify:artist:1tG7s7S4sq2eFFW0QZyLbm,2.8656333333333333,64,track,1,0.714,0.597,0.522,0.0,0.0871,-10.825,0.247,93.511,4,0.714,0,2021,8,678578,brooklyn drill
770,Momma Told Me!,spotify:track:3HILRCJyquu1JdipZTFk3T,I Died For This!?,GRIP,spotify:artist:4Ew8VmfE06siL2THiMBwPP,3.7132666666666667,28,track,1,0.0456,0.735,0.64,0.0,0.0852,-7.62,0.26,140.076,4,0.133,11,2021,8,30128,atl hip hop
771,What's Mine Is Yours (feat. Money Man),spotify:track:5nAAe53BkjhbSgEjT5diyi,Jackboy 2,Jackboy,spotify:artist:2S2mt1DiA4QKdKvtqwxrbB,1.9498166666666668,63,track,1,0.238,0.863,0.718,0.0,0.0734,-9.132,0.238,105.003,3,0.965,6,2021,8,366182,florida rap
772,Prada (feat. Polo G) - Remix,spotify:track:3vAaW8xRC9n9CmCfyXTFxU,Prada (feat. Polo G) [Remix],Rich The Kid,spotify:artist:1pPmIToKXyGdsCF6LmqLmI,2.4444333333333335,50,track,1,0.111,0.857,0.693,0.0,0.0803,-4.351,0.279,144.178,4,0.486,10,2021,8,2866673,atl hip hop
773,Demons (feat. A Boogie Wit Da Hoodie),spotify:track:5QdnavjDzGRNHfQn23PlG8,Demons (feat. A Boogie Wit Da Hoodie),Stunna Gambino,spotify:artist:15ZjD8Gus20Miqw3fdOaXX,2.9703,44,track,1,0.602,0.536,0.649,0.0,0.12,-7.785,0.307,121.237,5,0.353,9,2021,8,60273,nyc rap
774,Endorphins,spotify:track:55uz6CCy6OT60yq5jf8ZfY,Endorphins,tobi lou,spotify:artist:4T8NIfZmVY6TJFqVzN6X49,3.4285666666666668,53,track,1,0.476,0.779,0.435,0.0,0.141,-11.0,0.117,139.988,4,0.249,2,2020,9,344390,alternative r&b
775,Cheap Vacations (feat. Glassface),spotify:track:7fGmx2dHgPwynQrfwPMemP,Live on Ice,tobi lou,spotify:artist:4T8NIfZmVY6TJFqVzN6X49,3.5999833333333333,56,track,1,0.0572,0.652,0.453,5.06e-05,0.114,-8.014,0.0718,80.057,4,0.195,11,2019,8,344390,alternative r&b
